Year,Judgment Number,Court,Case Name,Case Number 1,Case Number 2,Case Number 3,Judgment Date,MNC,Judge1,Judge2,Judge3,Filename.rtf
1973,1,supreme court,Figuerido v Swaziland Electricity Board,1/1972,,,13 November 1973,[1973] SZSC 1,"Schreiner,P","Maisels,JA","Milne,JA",SZICA_1_1972.rtf
1978,1,supreme court,Commissioner of Taxes v Swaziland Ranches,Cv/Ap2/77,,,26 July 1978,[1978] SZSC 1,"Thompson,P","Milen,JA","Smit,JA",SZCA_2_1977.rtf
1980,1,supreme court,Morrison v Regem,Cr/Ap 11/1980,,,25 July 1980,[1980] SZSC 1,"Maisels,P","Isaacs,JA","van Winsen,JA",SZHC_11_1980.rtf
1981,1,supreme court,Ginindza v Regem,11/81,,,26 January 1981,[1981] SZSC 1,"Maisela,JP","Young,JA","Isaacs,JA",SZCA_11_1981.rtf
1981,2,supreme court,Shiba and Others v Regen,17/80,,,26 January 1981,[1981] SZSC 2,"Maisela,JP",,,SZCA_17_1980.rtf
1981,3,supreme court,Dlamin v State,Cr/Ap 9/80,,,27 January 1981,[1981] SZSC 3,"Maisela,JP","Young,JA","Isaacs,JA",SZCA_9_1980.rtf
1981,4,supreme court,Rex v Mabuza,23/81,,,27 January 1981,[1981] SZSC 4,"Maisela,JP","Young,JA","Isaacs,JA",SZCA_23_1981.rtf
1981,5,supreme court,Rex v Mpungose,6/81,,,27 January 1981,[1981] SZSC 5,"Maisels,JP","Isaacs,JA","Nathan,CJ",SZCA_6_1981.rtf
1981,6,supreme court,Tsabedze and Another v King,Cr/Ap 11/79,,,2 February 1981,[1981] SZSC 6,"Young,JA",,,SZCA_11_1979.rtf
1981,7,supreme court,Johnson v Commonwealth Development Corporation ,2/80,,,6 May 1981,[1981] SZSC 7,"Maisels,P","Young,JA","Isaacs,JA",SZCA_2_1980.rtf
1981,8,supreme court,Dlamin v Regem,8/81,,,3 June 1981,[1981] SZSC 8,"Maisela,JP","Isaacs,JA","Winsen,JA",SZCA_8_1981.rtf
1981,9,supreme court,Mthembu v Rex,2/81,,,3 June 1981,[1981] SZSC 9,"Maisels,P","Isaacs,JA","Winsen,JA",SZCA_2_1981.rtf
1981,10,supreme court,Mabuza v Regem,24/80,,,4 June 1981,[1981] SZSC 10,"Maisela,JP",WinsenJA,"Isaacs,JA",SZCA_24_1980.rtf
1982,1,supreme court,Hlophe v Regent,AC 19/1982,,,1 January 1982,[1982] SZSC 1,"Young,P","Isaacs,JA","Aaron,JA",SZAC_19_1982.rtf
1982,2,supreme court,Mamba v Regem,App 26/1982,,,1 January 1982,[1982] SZSC 2,"Young,P","Isaacs,JA","Aaron,JA",SZAC_26_1982.rtf
1982,3,supreme court,Mbhamali v King, CA 9/1982,,,1 January 1982,[1982] SZSC 3,"Maisels,P","Isaacs,JA","Van Winsen,JA",SZAC_9_1982.rtf
1982,4,supreme court,Masina v Rex, CA 13/81,,,25 January 1982,[1982] SZSC 4,"Maisels,JP","Isaacs,JA","Mahomed,JA",SZAC_13_1981b.rtf
1982,5,supreme court,Gama v Regem,CA 14/1981,,,26 January 1982,[1982] SZSC 5,"Maisels,JP","Mohammed,JA","Young,JA",SZAC_14_1981.rtf
1982,6,supreme court,Ginindza v Regem, CA 11/1981,,,26 January 1982,[1982] SZSC 6,"Maisels,JP","Young,JA","Isaacs,JA",SZAC_11_1981.rtf
1982,7,supreme court,Mabuza v Regem,App 23/1981,,,26 January 1982,[1982] SZSC 7,"Maisels,JP","Young,JA","Isaacs,JA",SZAC_23_1981.rtf
1982,8,supreme court,Mahlangu v Regem,Cr/Ap 13/1981,,,27 January 1982,[1982] SZSC 8,"Maisels,JP","Isaacs,JA","Mahomed,JA",SZAC_13_1981.rtf
1982,9,supreme court,Mashaba v Regem,Cr/Ap 15/1981,,,27 January 1982,[1982] SZSC 9,"Maisels,P","Young,JA","Isaacs,JA",SZAC_15_1981.rtf
1982,10,supreme court,Ndaba v Regem,AC 18/1981,,,28 January 1982,[1982] SZSC 10,"Maisels,JP","Young,JA","Isaacs,JA",SZAC_18_1981.rtf
1982,11,supreme court,Mdluli v King,App 22/1981,,,12 April 1982,[1982] SZSC 11,"Maisels,JP","Isaacs,JA","Mahomed,JA",SZAC_22_1981.rtf
1982,12,supreme court,Dlamini v Regem,App 4/1981,,,6 July 1982,[1982] SZSC 12,"Maisels,P","Isaacs,JA","Van Winsen,JA",SZCA_4_1981.rtf
1983,1,supreme court,Nxumalo v Queen,App 44/1983,,,1 January 1983,[1983] SZSC 1,"Maisels,P","Van Winsen,JA","Aaron,JA",SZAC_44_1983.rtf
1983,2,supreme court,Variety Investments (Pty) Ltd v Motsa,CA 2/1982,,,5 January 1983,[1983] SZSC 2,"Young,JA","Mahomed,JA","Aaron,JA",SZCA_2_1982.rtf
1983,3,supreme court,Bhembe v Queen,App 48/1982,,,15 February 1983,[1983] SZSC 3,"Maisels,P","Van Winsen,JA","Aaron,JA",SZAC_48_1982.rtf
1983,4,supreme court,Mazibuko v Queen,34/1982,,,15 February 1983,[1983] SZSC 4,"Maisels,P","Van Winsen,JA","Aaron,JA",SZAC_34_1982 (3).rtf
1983,5,supreme court,Lulane and Another v Queen,5/1983,,,16 February 1983,[1983] SZSC 5,"Maisels,P","Van Winsen,JA","Aaron,JA",SZCA_5_1983.rtf
1983,6,supreme court,Simelane v Queen,27/1982,,,17 March 1983,[1983] SZSC 6,"Maisels,P","Van Winsen,JA","Aaron,JA",SZCA_25_1981.rtf
1983,7,supreme court,Dlamini v Queen,25/1981,,,11 May 1983,[1983] SZSC 7,"Maisels,P","Welsh,JA","Aaron,JA",SZCA_25_1981.rtf
1983,8,supreme court,Ngwenya and Others v Queen,21/1982,,,1 June 1983,[1983] SZSC 8,"Isaacs,JA","Welsh,JA","Aaron,JA",SZCA_21_1982.rtf
1983,9,supreme court,Dlamini v Queen,52/1983,,,4 October 1983,[1983] SZSC 9,"Maisels,P","Welsh,JA","Isaacs,JA",SZCA_52_1983.rtf
1983,10,supreme court,Banda v Queen,4/1983,,,5 October 1983,[1983] SZSC 10,"Mahomed,JA","Maisels,JP","Isaacs,JA",SZCA_4_1983.rtf
1984,1,supreme court,Manana v Nxumalo,1/84,,,1 January 1984,[1984] SZSC 1,"Will,CJ","Welsh,JA","Isaacs,JA",SZCA_1_1984.rtf
1984,2,supreme court,Regem v Dlamini,46/84,,,1 January 1984,[1984] SZSC 2,"Welsh,JA","Isaacs,JA","Winsen,JA",SZCA_46_1984_Incomp.rtf
1984,3,supreme court,Vilakati v Regina,56/84,,,1 January 1984,[1984] SZSC 3,"Isaacs,A.J.P","Welsh,JA","Hannah,CJ",SZCA_56_1984.rtf
1984,4,supreme court,Magagula v Queen,27/83,,,15 June 1984,[1984] SZSC 4,"Maisels,JP","Isaacs,JA","Winsen,JA",SZCA_27_1983.rtf
1985,5,supreme court,Du Pont v Crown,54/1983,,,1 January 1985,[1985] SZSC 5,"Isaacs,JA","Van Winsen,JA","Aaron,JA",SZCA_54_1983.rtf
1985,6,supreme court,Dlamini v Regina,46/1984,,,29 March 1985,[1985] SZSC 6,"Isaacs,JA","Van Winsen,JA","Welsh,JA",SZCA_46_1985_Incomp.rtf
1986,7,supreme court,Potgieter v Klopper and Others,4/1985,,,1 January 1986,[1986] SZSC 7,"Maisels, JP","Isaacs, JA","Hannah, CJ",SZCA_4_1985.rtf
1986,8,supreme court,Mazibuko v Queen,24/1984,,,14 January 1986,[1986] SZSC 8,"Welsh, JA","Aaron, JA","Hannah, CJ",SZCA_24_1986.rtf
1986,9,supreme court,Dlamini v Queen,20/1985,,,11 March 1986,[1986] SZSC 9,"Maisels, JP","Aaron, JA","Hannah, CJ",SZCA_20_1986.rtf
1986,10,supreme court,Zungu v King,21/1985,,,11 March 1986,[1986] SZSC 10,"Maisels, JP","Aaron, JA","Hannah, CJ",SZCA_21_1986.rtf
1986,11,supreme court,Mkhabela v Regina,49/1985,,,13 March 1986,[1986] SZSC 11,"Van Winsen, JA","Welsh, JA","Aaron, JA",SZCA_49_1986.rtf
1986,12,supreme court,Hlophe v Regina,21/1983,,,14 March 1986,[1986] SZSC 12,"Van Winsen, JA","Welsh, JA","Hannah, CJ",SZCA_21_1983.rtf
1986,13,supreme court,Shongwe and Others v King,15/1986,,,10 October 1986,[1986] SZSC 13,"Maisels, JP","Isaacs, JA","Van Winsen, JA",SZCA_15_1986.rtf
1987,1,supreme court,Dlamini and Others v King,8/1984,,,11 March 1987,[1987] SZSC 1,"Maisels, JP","Welsh, JA","Hannah, AJA",SZAC_8_1984.rtf
1987,2,supreme court,Dlamini v Rex,30/1983,,,15 May 1987,[1987] SZSC 2,"Maisels, JP","Welsh, JA","Hannah, CJ",SZAC_30_1983.rtf
1987,3,supreme court,Hlatshwayo and Others v King,47/1984,,,15 May 1987,[1987] SZSC 3,"Maisels, JP","Cohen, AJA","Hannah, CJ",SZAC_47_1984.rtf
1987,4,supreme court,Mamba and Others v King,33/1986,,,15 May 1987,[1987] SZSC 4,"Maisels, JP","Cohen, AJA","Hannah, CJ",SZAC_33_1986.rtf
1987,5,supreme court,Simelane and Another v King,17/1986,,,17 June 1987,[1987] SZSC 5,"Maisels, JP","Welsh, JA","Dunn, AJA",SZAC_17_1986.rtf
1987,6,supreme court,Rennie v Rex,16/1987,,,5 October 1987,[1987] SZSC 6,"Melamet, JP","Welsh, JA","Kotze, JA",SZAC_16_1987.rtf
